model_year,brand,model,type,miles_per_gallon,premium_version,msrp,collection_car
2015,Toyota,Avalon XLE,Sedan,24.0,0,35900.0,0
2021,RAM,1500 Classic Tradesman,Pickup,20.0,0,32000.0,0
2013,Ford,Fusion SE,Sedan,27.0,0,21000.0,0
2020,Kia,Sorento LX,SUV,22.0,0,28000.0,0
2010,BMW,435 Gran Coupe i,Sedan,25.0,0,41000.0,0
2022,Lexus,GX 460 Luxury,SUV,15.0,1,66880.0,0
2007,Acura,RL Technology,Sedan,20.0,1,50000.0,0
2023,Jeep,Grand Cherokee Limited,SUV,21.0,0,47770.0,1
1999,Chrysler,300M Base,Sedan,20.0,0,31000.0,0
2016,Mazda,Mazda6 Touring,Sedan,30.0,0,24000.0,0
2021,RAM,1500 Limited,Pickup,20.0,1,58000.0,0
2020,GMC,Canyon Denali,Pickup,20.0,1,45000.0,0
2020,Toyota,C-HR LE,SUV,27.0,0,24999.0,0
2018,Mercedes-Benz,AMG C 63 S,Sedan,18.0,1,70000.0,0
2019,Mazda,Mazda6 Grand Touring Reserve,Sedan,26.0,1,34720.0,0
2021,Ferrari,Roma Base,Coupe,22.0,1,222000.0,1
2020,Porsche,Cayenne Turbo,SUV,16.0,1,163300.0,0
2003,BMW,325 xi,Sedan,22.0,0,30000.0,0
2009,Nissan,370Z Touring,Coupe,18.0,1,31690.0,0
2023,Maserati,Levante S,SUV,18.0,1,91900.0,0
2016,Acura,TLX w/A-Spec Package,Sedan,25.0,1,35600.0,0
2020,Chevrolet,Corvette Stingray w/1LT,Coupe,19.0,0,59900.0,0
2013,Cadillac,Escalade Platinum Edition,SUV,14.0,1,74600.0,0
2016,Chevrolet,Tahoe LTZ,SUV,22.0,1,63745.0,0
2019,BMW,650 Gran Coupe i xDrive,Sedan,22.0,1,100000.0,0
2007,Chevrolet,Explorer Sport Trac XLT,SUV,18.0,0,30500.0,0
2022,Land,Rover Defender SE,SUV,17.0,1,54800.0,0
2019,Porsche,911 Turbo,Coupe,18.0,1,175000.0,1
2021,Cadillac,Escalade Platinum,SUV,16.0,1,99995.0,1
2023,Ford,F-350 Lariat,Pickup,16.0,1,65000.0,0
2014,Ford,F-150 SVT Raptor,Pickup,10.0,1,45000.0,1
2011,Jeep,Commander Sport,SUV,16.0,0,30000.0,0
2019,GMC,Yukon XL Denali,SUV,18.0,1,75000.0,0
2013,Toyota,4Runner SR5 Premium,SUV,17.0,1,35300.0,0
2020,Lamborghini,Huracan EVO Base,Coupe,15.0,1,261274.0,1
2011,Toyota,Highlander SE,SUV,20.0,1,35400.0,0
2012,Porsche,911 Carrera C2S,Coupe,20.0,1,99500.0,1
2014,Mercedes-Benz,Sprinter High Roof,Van,19.0,0,35490.0,0
2020,Ford,Expedition King Ranch,SUV,18.0,1,72000.0,0
2020,Cadillac,Escalade Sport Platinum,SUV,15.0,1,92000.0,1
2021,Mercedes-Benz,AMG GLE 53 AMG GLE 53,SUV,20.0,1,73600.0,0
2010,Toyota,Tundra SR5 Double Cab,Pickup,16.0,0,29000.0,0
2021,GMC,Yukon SLT,SUV,20.0,1,60000.0,0
2017,Porsche,911 Turbo,Convertible,18.0,1,160000.0,1
2017,Cadillac,Escalade ESV Luxury,SUV,21.0,1,75700.0,0
2015,INFINITI,FX37 Base,SUV,20.0,0,46000.0,0
2017,Mercedes-Benz,AMG GT C,Coupe,17.0,1,157000.0,1
2009,Porsche,Cayman GTS,Coupe,20.0,1,60000.0,0
2017,Nissan,Leaf SL,Hatchback,124.0,1,36790.0,0
2010,Toyota,Tacoma SR,Pickup,20.0,0,22000.0,0
2003,Nissan,Murano SL,SUV,20.0,0,29900.0,0
2017,RAM,3500 Tradesman,Pickup,19.0,0,35000.0,0
2007,Porsche,911 Carrera S Cabriolet,Convertible,18.0,1,106000.0,1
2013,Porsche,911 Carrera,Coupe,20.0,1,83500.0,1
2013,Ford,Utility Police Interceptor Base,SUV,18.0,0,30000.0,0
2016,Land,Rover Discovery HSE LUXURY,SUV,20.0,1,70000.0,0
2017,Mercedes-Benz,GLS 550 Base 4MATIC,SUV,15.0,1,95000.0,0
2023,Ford,F-150 Tremor,Pickup,18.0,1,52800.0,0
2017,Lexus,RX 450h Base,SUV,31.0,0,56900.0,0
2015,Bentley,Continental GT W12,Coupe,12.0,1,202500.0,1
2004,Porsche,911 Turbo Cabriolet,Convertible,18.0,1,135000.0,0
2017,Tesla,Model X Long Range,SUV,90.0,1,80000.0,0
2008,Kia,Sorento LX,SUV,20.0,0,24000.0,0
2022,Ford,Maverick Lariat,Pickup,22.0,1,25000.0,0
2008,Porsche,911 Carrera 4,Coupe,20.0,1,80000.0,1
2013,Toyota,4Runner SR5,SUV,17.0,0,32500.0,0
2021,Ford,F-150 Lightning XLT,Pickup,0.0,0,39974.0,0
2007,Toyota,Corolla LE,Sedan,30.0,0,17500.0,0
2022,Porsche,911 Carrera S,Coupe,23.0,1,115000.0,1
2012,Porsche,Cayenne Turbo,SUV,15.0,1,113500.0,0
2020,Chevrolet,Tahoe LTZ,SUV,20.0,1,63700.0,0
2021,Lexus,IS 350 Base,Sedan,20.0,0,43750.0,0
2021,Cadillac,Escalade ESV Luxury,SUV,17.0,1,86500.0,0
2021,Lexus,NX 300h Base,SUV,33.0,0,39300.0,0
2021,Aston,Martin DBS Superleggera,Coupe,18.0,1,316300.0,1
2013,Lamborghini,Gallardo LP550-2,Coupe,15.0,1,198000.0,1
2021,Cadillac,Escalade Luxury,SUV,15.0,1,76990.0,0
2020,Maserati,Ghibli S Q4 GranSport,Sedan,16.0,1,86800.0,0
2022,BMW,M4 CS,Coupe,20.0,1,133000.0,1
2016,Mazda,Mazda3 FWD w/Preferred Package,Sedan,30.0,0,25000.0,0
2018,BMW,530 i xDrive,Sedan,24.0,1,55000.0,0
2020,Kia,EV6 GT-Line,SUV,120.0,1,55000.0,0
2012,Volvo,S60 T6 Momentum,Sedan,20.0,0,36000.0,0
2022,BMW,M760 M760i xDrive,Sedan,16.0,1,157800.0,0
2014,INFINITI,QX80 Luxe,SUV,14.0,1,62500.0,0
2023,Mercedes-Benz,GLE 350 Base 4MATIC,SUV,19.0,0,59000.0,0
2015,Chevrolet,Camaro 1LT,Coupe,20.0,1,24395.0,0
2023,Jeep,Wrangler Unlimited Rubicon 392,SUV,13.0,1,73500.0,0
2021,Porsche,Macan,SUV,19.0,1,52000.0,0
2022,Volkswagen,Atlas Cross Sport 3.6L V6 SEL Premium,SUV,24.0,1,46745.0,0
2014,Audi,S5 3.0T Prestige,Coupe,18.0,1,61600.0,0
2014,Dodge,Challenger SRT Hellcat,Coupe,13.0,1,61000.0,1
2009,Acura,TSX Technology,Sedan,22.0,1,29900.0,0
2012,Chrysler,300C Base,Sedan,19.0,0,41880.0,0
2018,Jeep,Wrangler Unlimited Rubicon 392,SUV,13.0,1,75000.0,1
2018,Porsche,911 GT3 RS,Coupe,20.0,1,185000.0,1
2021,Cadillac,Enclave Avenir,SUV,22.0,1,59995.0,0
2023,BMW,750 i xDrive,Sedan,21.0,1,100000.0,0
2021,Mazda,CX-5 Grand Touring,SUV,25.0,1,30500.0,0
2021,Chevrolet,Silverado 1500 RST,Pickup,20.0,0,47000.0,0
2019,Land,Rover Discovery Sport SE R-Dynamic,SUV,25.0,1,42000.0,0
2015,Acura,MDX 3.5L Technology Package,SUV,21.0,1,49900.0,0
2017,Lincoln,Navigator L Reserve,SUV,17.0,1,85360.0,0
2015,RAM,1500 SLT,Pickup,21.0,0,38000.0,0
2020,BMW,M3 Competition xDrive,Sedan,16.0,1,71000.0,0
2010,RAM,300M Base,Sedan,20.0,0,25000.0,0
2013,Lexus,IS 300 Base,Sedan,19.0,0,38995.0,0
2016,Porsche,Panamera 4,Sedan,21.0,1,85000.0,0
2014,Audi,TT 2.0T Premium,Coupe,25.0,1,40000.0,0
2008,Honda,S2000 CR,Convertible,20.0,1,35000.0,1
2013,Cadillac,XTS Premium,Sedan,17.0,1,75000.0,0
2001,Mercedes-Benz,C-Class C55 AMG Sport,Sedan,18.0,1,60000.0,1
2002,Chevrolet,Corvette Base,Coupe,18.0,1,50000.0,0
2019,Audi,Q7 3.0T Premium Plus,SUV,21.0,1,65900.0,0
2016,BMW,650 i xDrive,Coupe,20.0,1,100000.0,0
2013,Chevrolet,Camaro 2SS,Coupe,20.0,1,40000.0,0
2022,Lexus,IS-F Base,Sedan,19.0,1,42000.0,0
2017,Lexus,LX 570 Three-Row,SUV,17.0,1,89950.0,0
2014,Nissan,911 Carrera S,Coupe,20.0,1,115000.0,1
2022,Tesla,Model 3 Long Range,Sedan,134.0,1,54990.0,0
2013,Ford,Focus ST Base,Hatchback,26.0,0,24000.0,1
2022,Alfa,Romeo Giulia Quadrifoglio,Sedan,22.0,1,79900.0,0
2021,Lexus,IS 350 F Sport,Sedan,23.0,1,43000.0,0
2020,Jeep,Compass Limited,SUV,25.0,0,30500.0,0
2021,Acura,TLX PMC Edition,Sedan,22.0,1,50000.0,0
2001,Toyota,Camry Solara SLE V6,Coupe,20.0,0,26900.0,0
2009,Porsche,Cayenne Turbo,SUV,14.0,1,89000.0,0
2023,Audi,Q5 S line Premium,SUV,24.0,1,46300.0,0
2019,Mazda,Mazda3 s Grand Touring,Sedan,26.0,1,29900.0,0
2022,Mazda,CX-30 Select,SUV,24.0,0,24000.0,0
2014,Porsche,911 GT3,Coupe,18.0,1,130000.0,1
2019,RAM,1500 Laramie,Pickup,22.0,1,45700.0,0
2001,Lexus,RX 350 Base,SUV,20.0,0,35000.0,0
2003,Toyota,Matrix XR,Hatchback,26.0,0,18000.0,0
2018,BMW,RS 5 2.9T,Sedan,20.0,0,70000.0,0
1997,Pontiac,Firebird Trans Am,Coupe,20.0,1,28000.0,1
2020,Toyota,Land Cruiser Base,SUV,13.0,1,85980.0,1
2023,RAM,1500 Big Horn,Pickup,22.0,0,41800.0,0
2010,Nissan,GT-R Premium,Coupe,16.0,1,85150.0,0
2007,Chevrolet,Avalanche 1500 LTZ,Pickup,15.0,1,44000.0,0
2017,MINI,Countryman Cooper S ALL4,SUV,25.0,0,27850.0,0
2022,Nissan,Altima 2.5 SL,Sedan,28.0,0,28800.0,0
2014,Chevrolet,Express 2500 Work Van,Minivan,11.0,0,30000.0,0
2012,Toyota,4Runner Limited,SUV,17.0,1,40195.0,0
2014,Lexus,GX 460 Base,SUV,15.0,0,53000.0,0
2005,Chevrolet,Avalanche 1500 LS,Pickup,15.0,0,32300.0,0
2012,Acura,MDX 3.5L Technology Package,SUV,20.0,1,48685.0,0
2017,Ford,F-350 Platinum,Pickup,15.0,1,70000.0,0
2014,Kia,Sportage LX,SUV,20.0,0,24800.0,0
2016,Lincoln,MKC Base,SUV,25.0,0,35000.0,0
2020,Dodge,Durango SRT 392,SUV,13.0,1,64500.0,0
2018,Buick,Envision Preferred,SUV,22.0,0,32400.0,0
2010,Volkswagen,Jetta SportWagen SE,Hatchback,30.0,0,24000.0,0
2011,BMW,328 i xDrive,Sedan,21.0,1,35000.0,0
2018,Audi,S3 2.0T Premium Plus,Sedan,22.0,1,43250.0,0
2016,BMW,530 i xDrive,Sedan,24.0,1,52000.0,0
2017,Mazda,Mazda3 s Grand Touring,Sedan,28.0,1,27300.0,0
2011,Mazda,CX-9 Signature,SUV,20.0,1,37000.0,0
2009,Ford,Transit-350 XLT,Van,,0,,0
2016,BMW,335 i xDrive,Sedan,24.0,1,42000.0,0
2023,Volkswagen,Golf R 20th Anniversary Edition,Hatchback,24.0,1,45000.0,1
2010,Ford,Mustang GT,Coupe,18.0,0,30000.0,0
2008,Mazda,CX-7 Grand Touring,SUV,20.0,1,30000.0,0
2020,Ford,Expedition Platinum,SUV,17.0,1,75300.0,0
2018,Ford,Transit Connect XLT,Minivan,24.0,0,30000.0,0
2012,BMW,X5 M Base,SUV,12.0,1,95000.0,0
2016,Dodge,Challenger SXT,Coupe,19.0,0,27000.0,0
2022,BMW,Roma Base,Sedan,22.0,1,220000.0,0
2023,BMW,X5 M Base,SUV,15.0,1,105000.0,0
2003,BMW,325 Ci,Coupe,25.0,1,31000.0,0
2021,Honda,Civic Sport,Sedan,30.0,0,24500.0,0
2014,Lexus,LS 460 Crafted Line,Sedan,16.0,0,85000.0,0
2022,Toyota,Tacoma TRD Pro,Pickup,17.0,1,48000.0,0
2018,Tesla,Model X 100D,SUV,90.0,1,100000.0,0
2017,GMC,Yukon XL SLT,SUV,18.0,1,60900.0,0
2017,RAM,ProMaster 2500 High Roof,Van,16.0,0,35000.0,0
2014,GMC,Sierra 1500 Denali Ultimate,Pickup,18.0,1,56600.0,0
2019,Lexus,RX 350 F Sport Performance,SUV,20.0,1,54000.0,0
2011,Lincoln,Nautilus Reserve,SUV,20.0,1,50000.0,0
2018,Mercedes-Benz,AMG C AMG C 63,Sedan,18.0,1,70000.0,0
2014,Audi,SQ5 3.0T Premium Plus,SUV,24.0,1,51000.0,0
2018,Lexus,CT 200h Premium,Hatchback,43.0,1,33500.0,0
2020,Audi,RS 7 4.0T Performance Prestige,Sedan,18.0,1,114000.0,0
2012,Mercedes-Benz,SLK-Class SLK 350,Convertible,19.0,1,62750.0,0
2022,Chevrolet,Suburban Premier,SUV,15.0,1,79900.0,0
2012,Lexus,RX 330 Base,SUV,22.0,0,38000.0,0
2022,Volkswagen,Golf GTI 2.0T Autobahn 4-Door,Hatchback,26.0,1,37000.0,0
1996,Chevrolet,Express 1500 Work Van,Minivan,15.0,0,24995.0,0
2021,Genesis,G70 2.0T,Sedan,24.0,0,35000.0,0
2022,Jeep,Grand Cherokee L Summit,SUV,22.0,1,60000.0,0
2001,Chevrolet,Corvette Base,Coupe,18.0,0,48990.0,0
2016,Hyundai,Tucson SE,SUV,26.0,0,26900.0,0
2012,Ford,Fusion Hybrid SE,Sedan,41.0,0,27200.0,0
1999,Chevrolet,Suburban 1500 LTZ,SUV,14.0,1,40000.0,0
2024,GMC,Sierra 1500 Limited Elevation,Pickup,20.0,0,47000.0,0
2017,BMW,M6 Base,Coupe,15.0,1,113000.0,0
1996,Toyota,Land Cruiser Base,SUV,13.0,0,38300.0,1
2015,Land,Rover Range Rover 3.0L Supercharged HSE,SUV,22.0,1,100000.0,0
2012,Jeep,Liberty Renegade,SUV,16.0,0,26500.0,0
2004,Porsche,Cayenne Turbo,SUV,14.0,1,100000.0,0
2023,Alfa,Romeo Giulia Ti,Sedan,24.0,1,44640.0,0
2010,Toyota,Tundra Grade,Pickup,14.0,0,27000.0,0
2001,Mitsubishi,Lancer DE,Sedan,27.0,0,14900.0,0
2024,Toyota,Tundra Hybrid Capstone,Pickup,22.0,1,75900.0,0
2002,Lexus,LS 460 L,Sedan,20.0,0,80000.0,0
2013,Ford,Mustang V6,Coupe,19.0,0,22500.0,0
2021,Toyota,Tundra TRD Pro,Pickup,15.0,1,54000.0,0
2012,BMW,435 i,Coupe,24.0,1,41000.0,0
2019,BMW,750 i,Sedan,20.0,1,94000.0,0
2014,Porsche,Cayenne GTS,SUV,16.0,1,96400.0,0
2021,Mazda,Mazda3 FWD w/Premium Package,Sedan,29.0,1,30000.0,0
2017,Mercedes-Benz,C-Class C300 4MATIC,Sedan,24.0,1,42000.0,0
2009,Lexus,IS 250 Base,Sedan,21.0,0,33850.0,0
2007,Lexus,Avalanche 1500 LS,Pickup,15.0,0,35600.0,0
2018,Rolls-Royce,Ghost Base,Sedan,13.0,1,332000.0,1
2020,Chevrolet,Camaro 2SS,Coupe,20.0,1,43000.0,0
2021,Lexus,Navigator Reserve,SUV,17.0,1,75000.0,0
2022,Ford,Edge SEL,SUV,21.0,0,39310.0,0
2012,Ford,Expedition XLT,SUV,14.0,0,43200.0,0
2000,RAM,2500 Tradesman,Pickup,12.0,0,27000.0,0
2021,Chevrolet,CX-30 Select,SUV,25.0,0,25600.0,0
2020,Jeep,Gladiator Willys,Pickup,16.0,0,40420.0,1
2008,Nissan,Versa 1.8 S,Hatchback,30.0,0,14600.0,0
2016,Subaru,Outback 2.5i Limited,SUV,25.0,0,32395.0,0
2001,Ford,F-250 XLT,Pickup,15.0,0,27800.0,0
2015,Chevrolet,Express 1500 Work Van,Van,18.0,0,31000.0,0
2013,Audi,A4 2.0T Premium,Sedan,23.0,1,36000.0,0
2021,Chevrolet,Silverado 1500 LTZ,Pickup,23.0,1,48000.0,0
2015,Audi,A6 2.0T Premium Plus,Sedan,28.0,1,58000.0,0
2016,BMW,M550 i xDrive,Sedan,15.0,1,88600.0,0
2011,INFINITI,QX56 Base,SUV,14.0,1,58900.0,0
2019,Land,Rover Range Rover P400 SE SWB,SUV,19.0,1,88500.0,0
2018,Chrysler,300 Touring,Sedan,19.0,0,35800.0,0
2012,Audi,A6 3.0 TDI Premium Plus,Sedan,25.0,1,61000.0,0
2011,Audi,Q7 3.0T Premium Plus,SUV,16.0,1,57000.0,0
2011,Audi,R8 5.2 quattro Spyder,Convertible,13.0,1,162000.0,1
2005,BMW,M3 Base,Coupe,16.0,0,53200.0,1
2022,BMW,M440 i xDrive,Coupe,26.0,1,104000.0,0
2018,Ford,F-150 SVT Raptor,Pickup,15.0,1,60000.0,0
2016,Subaru,WRX Premium,Sedan,21.0,1,29995.0,0
2020,Volvo,XC90 Hybrid T8 Inscription,SUV,27.0,1,74900.0,0
2011,Rolls-Royce,Phantom,Sedan,12.0,1,400000.0,1
2017,RAM,1500 Big Horn,Pickup,20.0,0,33000.0,0
2003,Mitsubishi,Eclipse Spyder GT,Convertible,20.0,0,28000.0,0
2005,Chrysler,300M Base,Sedan,20.0,0,30000.0,0
2008,Jeep,Liberty Sport,SUV,20.0,0,22000.0,0
2006,Lamborghini,Murcielago Base,Coupe,12.0,1,354000.0,1
2013,Rolls-Royce,Phantom Drophead Coupe Drophead,Convertible,12.0,1,487600.0,1
2022,Mercedes-Benz,Sprinter 3500 High Roof,Minivan,15.0,0,40000.0,0
2023,Jeep,Wrangler Unlimited 4xe Sahara,SUV,22.0,1,56995.0,0
2008,Lexus,LS 460 L,Sedan,21.0,0,71900.0,0
2022,Chevrolet,Tahoe LT,SUV,20.0,1,61000.0,0
2005,Chevrolet,Silverado 1500 Z71 Extended Cab,Pickup,14.0,0,29000.0,0
2003,Ford,Excursion Limited 4WD,SUV,14.0,1,57500.0,0
2015,Ford,E150 XLT,Minivan,15.0,0,36000.0,0
2018,Audi,RS 5 4.2,Coupe,18.0,1,70300.0,0
2017,Mercedes-Benz,AMG E 63 S 4MATIC,Sedan,20.0,1,106000.0,0
2015,Chevrolet,200 C,Sedan,25.0,0,20000.0,0
2019,Hyundai,Tucson SE,SUV,23.0,0,24500.0,0
2016,BMW,X5 xDrive35i,SUV,24.0,1,59000.0,0
2020,Cadillac,CT5-V V-Series,Sedan,20.0,1,45000.0,0
2015,BMW,328 i,Sedan,24.0,0,33000.0,0
2018,Chevrolet,Traverse LS,SUV,18.0,0,31000.0,0
2002,GMC,Sierra 1500 SLE Crew Cab,Pickup,15.0,0,31000.0,0
2023,Ford,Mustang Mach-E Select,SUV,105.0,0,42995.0,0
2016,Hyundai,Genesis 3.8,Sedan,19.0,0,61000.0,0
2006,Subaru,Impreza WRX Base,Sedan,20.0,0,24000.0,0
2019,Land,Rover Range Rover Velar R-Dynamic S,SUV,25.0,1,69900.0,0
2004,Mercedes-Benz,E-Class E500,Sedan,20.0,1,60000.0,0
2018,Dodge,Durango SRT,SUV,13.0,1,65000.0,0
2015,Mercedes-Benz,GL-Class GL 550 4MATIC,SUV,19.0,1,88725.0,0
2016,Mercedes-Benz,Sprinter 3500XD High Roof,Van,15.0,0,40000.0,0
2013,Jeep,Wrangler S,SUV,18.0,0,26000.0,0
2022,McLaren,570S Spider,Convertible,18.0,1,208000.0,1
2016,Mercedes-Benz,Maybach S S 600,Sedan,18.0,1,200000.0,0
2009,Mercedes-Benz,GL-Class GL 450 4MATIC,SUV,14.0,1,62800.0,0
2020,BMW,X5 PHEV xDrive45e,SUV,50.0,1,65000.0,0
2018,Porsche,Cayenne Platinum Edition,SUV,21.0,1,77800.0,0
2015,Honda,Clarity Plug-In Hybrid Base,Sedan,110.0,0,34000.0,0
2019,Mercedes-Benz,E-Class E 350 4MATIC,Sedan,24.0,1,60000.0,0
2012,Mercedes-Benz,SL-Class SL500 Roadster,Convertible,20.0,1,101200.0,0
2017,Lexus,LX 570 Base,SUV,15.0,1,86000.0,0
2007,Ford,F-250 XL,Pickup,15.0,0,25000.0,0
2016,GMC,Sierra 2500 AT4,Pickup,14.0,1,50000.0,0
2007,Dodge,Challenger GT,Coupe,18.0,0,26000.0,0
2021,Porsche,911 GT3 RS,Coupe,15.0,1,200000.0,1
2020,Land,Rover Range Rover Autobiography,SUV,20.0,1,207500.0,1
2015,Porsche,Macan Base,SUV,20.0,0,52900.0,0
2016,Kia,Forte LXS,Sedan,26.0,0,18000.0,0
2015,RAM,2500 Big Horn,Pickup,15.0,0,40000.0,0
2020,Nissan,Pathfinder SL,SUV,20.0,0,42000.0,0
2013,Nissan,Frontier SV,Pickup,18.0,0,29000.0,0
2015,Honda,S2000 CR,Convertible,20.0,1,35000.0,1
2020,Audi,Q5 2.0T Premium Plus,SUV,24.0,1,46700.0,0
2013,Dodge,Challenger SRT 392,Coupe,14.0,1,44995.0,0
2009,BMW,750 i,Sedan,15.0,0,86000.0,0
2016,Bentley,Continental GT V8 First Edition,Coupe,15.0,1,200000.0,1
2020,RAM,2500 Tradesman,Pickup,16.0,0,35000.0,0
2017,Chevrolet,Suburban LTZ,SUV,22.0,1,74900.0,0
2020,Audi,SQ7 4.0T,SUV,21.0,1,84900.0,0
2019,GMC,Canyon Elevation Standard,Pickup,20.0,0,33400.0,0
2006,Volkswagen,Jetta GLX VR6,Sedan,20.0,1,25000.0,0
2008,Lexus,IS-F Base,Sedan,16.0,1,59000.0,0
2023,Kia,K5 GT-Line,Sedan,28.0,0,27690.0,0
2019,Ford,Transit-350 XLT,Minivan,15.0,0,35000.0,0
2022,BMW,X6 xDrive40i,SUV,22.0,1,67900.0,0
2011,BMW,BRZ Limited,Sedan,30.0,0,30000.0,0
2007,Cadillac,SRX Performance Collection,SUV,20.0,1,47000.0,0
2009,Kia,Optima LX,Sedan,20.0,0,19250.0,0
2004,Lincoln,Navigator Base,SUV,14.0,0,47925.0,0
2018,Land,Rover Range Rover Velar P380 S,SUV,22.0,1,59900.0,0
2001,Volkswagen,Eurovan MV,Minivan,18.0,0,28000.0,1
2015,GMC,Terrain SLT-1,SUV,25.0,1,29000.0,0
2013,Lexus,RX 350 Crafted Line F Sport,SUV,18.0,1,44000.0,0
2014,Ford,Explorer Sport,SUV,18.0,1,41990.0,0
2010,Volkswagen,CC Sport,Sedan,20.0,0,27000.0,0
2014,Cadillac,CTS-V Base,Sedan,14.0,0,66200.0,0
2015,Audi,SQ5 3.0T Prestige,SUV,24.0,1,52000.0,0
2021,Ford,Transit-350 Base,Minivan,14.0,0,35000.0,0
2022,Kia,Sportage LX,SUV,26.0,0,26000.0,0
2009,Saturn,Sky Red Line,Convertible,20.0,1,31000.0,0
2003,Mitsubishi,Lancer Evolution MR,Sedan,18.0,1,38000.0,1
2023,BMW,M8 Gran Coupe Competition,Coupe,18.0,1,130000.0,1
2006,Chevrolet,Camaro 2SS,Coupe,18.0,1,30000.0,0
2015,Lexus,GX 460 Premium,SUV,15.0,1,52900.0,0
2013,FIAT,500 Sport,Hatchback,30.0,0,19600.0,0
2022,RAM,2500 Tradesman,Pickup,15.0,0,41000.0,0
2017,Ford,Transit Connect XL,Minivan,24.0,0,24500.0,0
2020,Mazda,CX-90 Premium,SUV,24.0,1,42000.0,0
2008,Ford,Mustang GT,Coupe,18.0,0,30000.0,0
2007,Honda,Civic LX,Sedan,30.0,0,18600.0,0
2020,Chevrolet,Traverse Premier,SUV,18.0,1,49000.0,0
2015,Jeep,Wrangler Unlimited Sahara,SUV,21.0,0,35000.0,0
2019,Ferrari,Roma Base,Coupe,22.0,0,220000.0,1
1993,Ford,Mustang GT,Coupe,16.0,1,15000.0,1
2015,Lexus,LS 460 Crafted Line,Sedan,19.0,1,80975.0,0
2012,Lexus,CT 200h Premium,Hatchback,43.0,1,31300.0,0
2019,RAM,1500 Limited,Pickup,20.0,1,53000.0,0
1997,Chevrolet,Corvette Base,Coupe,18.0,0,42900.0,1
2017,Audi,X5 xDrive50i,SUV,18.0,1,72000.0,0
2019,Nissan,GT-R Premium,Coupe,16.0,1,115000.0,1
2007,Kia,Sportage LX,SUV,20.0,0,19800.0,0
2016,BMW,X7 xDrive40i,SUV,20.0,1,74900.0,0
2009,Chevrolet,Malibu LTZ,Sedan,20.0,1,27000.0,0
2022,GMC,Yukon Denali Ultimate,SUV,15.0,1,85000.0,0
2012,Audi,TT 2.0T,Coupe,23.0,0,36500.0,0
2020,BMW,M3 Base,Sedan,20.0,1,70000.0,0
2021,INFINITI,Q50 Hybrid Sport,Sedan,29.0,0,60000.0,0
2023,Audi,Q5 2.0T Premium Plus,SUV,24.0,1,50000.0,0
2020,Lincoln,Corsair Standard,SUV,24.0,0,35840.0,0
2008,Volvo,C70 T5,Convertible,30.0,0,37000.0,0
2019,Ford,Escape SEL,SUV,24.0,0,29500.0,0
1992,Porsche,Boxster S,Convertible,20.0,0,45000.0,1
2019,Chevrolet,Silverado 1500 LTZ,Pickup,22.0,1,47900.0,0
2015,Acura,ILX 2.4L,Sedan,25.0,0,27000.0,0
2008,Mercedes-Benz,SL-Class SL63 AMG Roadster,Convertible,14.0,1,133200.0,1
2018,Lexus,GX 460 Luxury,SUV,15.0,1,60000.0,0
2012,Nissan,Armada Platinum,SUV,13.0,1,58000.0,0
2014,Audi,A4 2.0T Premium,Sedan,24.0,1,35000.0,0
2016,Porsche,Macan S,SUV,20.0,1,60000.0,0
2023,Subaru,Outback 2.5i Limited,SUV,26.0,0,33995.0,0
2016,Jaguar,F-TYPE R,Coupe,20.0,1,103600.0,0
2022,Mercedes-Benz,G-Class G 550 4MATIC,SUV,13.0,1,131750.0,0
2021,Audi,A7 Premium,Sedan,24.0,1,69300.0,0
2010,Cadillac,CTS Performance,Sedan,18.0,1,46000.0,0
2019,Mercedes-Benz,GLC 300 GLC 300,SUV,24.0,0,41100.0,0
2018,Ford,F-250 XL,Pickup,20.0,0,45000.0,0
2009,Toyota,Camry XLE,Sedan,28.0,1,26900.0,0
2009,BMW,750 i xDrive,Sedan,15.0,1,82000.0,0
2008,Volkswagen,Golf SportWagen TSI S 4-Door,Hatchback,22.0,0,22000.0,0
2022,Lincoln,Corsair Standard,SUV,25.0,0,37000.0,0
2020,Kia,Sorento EX V6,SUV,21.0,1,36000.0,0
2010,Ford,Transit-350 Base,Van,15.0,0,43000.0,0
2016,BMW,750 i,Sedan,20.0,1,100000.0,0
2022,Volvo,XC90 T6 Inscription,SUV,20.0,1,76200.0,0
2009,Subaru,Outback 2.5 i Special Edition,SUV,20.0,0,22700.0,0
2010,Cadillac,Escalade Platinum,SUV,14.0,1,73000.0,0
2013,BMW,330 i xDrive,Sedan,24.0,0,40000.0,0
2014,Mercedes-Benz,GLC 300 GLC 300,SUV,24.0,0,35000.0,0
2015,Buick,LaCrosse Leather,Sedan,20.0,0,35570.0,0
2005,Chrysler,300 Touring,Sedan,20.0,0,30995.0,0
2016,Ford,F-250 King Ranch,Pickup,12.0,1,57170.0,0
2004,Porsche,Cayenne Diesel,SUV,22.0,0,45000.0,0
2012,Toyota,Tundra SR5 Access Cab,Pickup,15.0,0,31500.0,0
2011,Ford,Explorer XLT,SUV,20.0,0,32500.0,0
2010,Chevrolet,Avalanche 1500 LT,Pickup,16.0,0,32000.0,0
2014,Mercedes-Benz,C-Class C 63 AMG,Sedan,18.0,1,64000.0,0
2007,Ford,F-150 XLT,Pickup,16.0,0,25000.0,0
2006,Jeep,Wrangler Sahara,SUV,17.0,0,25000.0,0
